overall_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,logId,dateOfSleep,duration,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,deep,rem,wake,light
71,34,102,50,0.10876452,25117004319,12/23/19,28380000,398,75,0,473,90,102,64,75,232
78,40,74,50,0.045560748,25126883184,12/24/19,26640000,397,47,0,444,97,74,59,47,264
77,38,65,51,0.053892216,25138404147,12/25/19,25080000,379,39,0,418,97,65,95,39,219
83,46,82,51,0.071103008,25149224051,12/26/19,33120000,487,65,1,552,95,82,89,65,316
73,36,73,51,0.047748977,25161716370,12/27/19,22140000,336,33,0,369,96,74,53,33,209
91,46,86,52,0.039215686,25173570962,12/28/19,32580000,489,54,0,543,99,86,136,54,267
82,42,84,51,0.05192108,25187701481,12/29/19,28860000,433,48,0,481,98,84,87,48,262
74,36,63,51,0.055401662,25197759552,12/30/19,22440000,332,42,4,374,95,63,52,42,217
74,36,63,51,0.055401662,25197759552,12/30/19,22440000,332,42,4,374,95,63,52,42,217
78,33,81,51,0.032983508,25214554128,12/31/19,19980000,302,31,0,333,99,81,77,31,144
75,38,64,51,0.05125,25227582714,1/1/20,24240000,373,31,1,404,99,65,52,31,256
75,36,68,52,0.055934516,25239283106,1/2/20,21960000,338,28,0,366,98,68,53,28,217
75,37,68,52,0.046134663,25256118203,1/3/20,24600000,364,46,0,410,98,69,92,46,203
78,37,74,54,0.054421769,25271359837,1/4/20,22260000,339,32,1,371,98,74,55,32,210
80,40,97,54,0.043786982,25282098546,1/5/20,25440000,398,26,0,424,98,98,67,26,233
84,39,82,54,0.028833552,25297391731,1/6/20,23580000,360,33,0,393,99,82,76,33,202
75,34,64,53,0.047400612,25312139850,1/7/20,19920000,301,31,0,332,98,65,40,31,196
78,35,82,52,0.051428571,25334660981,1/8/20,21480000,322,36,0,358,96,82,55,36,185
81,38,81,51,0.042091837,25356148165,1/9/20,24180000,368,35,0,403,97,81,61,35,226
77,36,75,50,0.05670816,25373253385,1/10/20,22380000,330,43,6,373,99,75,65,43,190
88,43,108,51,0.044444444,25387470221,1/11/20,31020000,472,45,0,517,99,108,88,45,276
76,39,84,49,0.059511158,25399136780,1/12/20,28260000,416,55,0,471,98,85,55,55,276
70,36,74,49,0.04556962,25413802187,1/13/20,24000000,353,47,0,400,99,74,48,47,231
77,39,36,50,0.036585366,25429485307,1/14/20,22740000,349,30,1,379,99,36,61,30,252
80,35,76,51,0.04398827,25446013819,1/15/20,20940000,316,33,0,349,99,76,77,33,163
73,37,73,50,0.051724138,25461465565,1/16/20,23220000,350,37,0,387,97,73,51,37,226
80,37,27,51,0.055207026,25476917193,1/17/20,23880000,363,35,0,398,97,27,118,35,218
82,42,105,51,0.050204918,25492090464,1/18/20,29400000,445,45,1,490,99,105,81,45,259
74,38,84,51,0.061293984,25504567259,1/19/20,26400000,390,50,0,440,99,85,82,50,223
82,38,46,52,0.029299363,25517888831,1/20/20,23880000,363,35,2,398,99,47,79,35,237
81,38,79,52,0.033878505,25531174764,1/21/20,26220000,384,53,0,437,100,79,90,53,215
78,37,71,52,0.02875817,25548040573,1/22/20,22920000,354,28,0,382,99,72,50,28,232
79,39,69,51,0.030989273,25562547490,1/23/20,25620000,387,40,0,427,99,69,30,40,288
84,40,52,51,0.04004329,25578275833,1/24/20,27840000,419,45,0,464,98,52,102,45,265
83,42,86,51,0.040860215,25594019790,1/25/20,28080000,425,43,0,468,100,86,129,43,210
75,38,82,51,0.047560976,25605264731,1/26/20,24840000,375,39,0,414,98,83,88,39,204
81,37,78,52,0.064150943,25617452062,1/27/20,24420000,358,49,0,407,95,78,80,49,200
79,37,66,52,0.031081081,25637478318,1/28/20,22860000,348,33,1,381,100,67,94,33,187
79,36,46,52,0.032212885,25653328354,1/29/20,22260000,331,40,0,371,99,47,99,40,185
79,36,46,52,0.032212885,25653328354,1/29/20,22260000,331,40,0,371,99,47,99,40,185
85,40,83,52,0.034285714,25674502121,1/30/20,26220000,402,35,0,437,100,83,86,35,233
84,40,75,51,0.05315204,25696521519,1/31/20,24480000,369,39,0,408,98,76,71,39,222
77,43,87,50,0.032329989,25711766631,2/1/20,27300000,412,43,0,455,100,87,65,43,260
90,46,115,51,0.053824363,25724583482,2/2/20,31740000,488,41,0,529,97,116,82,41,290
76,35,70,50,0.039051604,25736859885,2/3/20,22080000,314,54,0,368,98,70,51,54,193
84,40,88,50,0.041612484,25750584254,2/4/20,23520000,360,32,0,392,99,89,64,32,207
71,34,70,49,0.053084648,25765650855,2/5/20,20880000,304,44,0,348,99,70,39,44,195
79,42,88,48,0.055921053,25781693555,2/6/20,27480000,404,54,0,458,98,88,50,54,266
79,38,88,48,0.049803408,25798353049,2/7/20,23640000,348,46,0,394,100,89,71,46,188
80,41,100,48,0.057539683,25811026084,2/8/20,30960000,439,77,0,516,99,100,111,77,228
76,43,81,48,0.057692308,25824329417,2/9/20,28920000,426,56,0,482,97,81,71,56,274
76,36,54,50,0.066934404,25838989593,2/10/20,22500000,326,49,0,375,97,54,76,49,196
78,38,62,49,0.039455782,25850779123,2/11/20,22020000,340,27,0,367,100,62,66,27,212
81,40,54,50,0.052030457,25866071929,2/12/20,23820000,368,29,0,397,100,54,62,29,252
81,38,64,49,0.040983607,25877131377,2/13/20,22320000,340,32,0,372,97,65,91,32,184
83,43,87,49,0.04845815,25894169430,2/14/20,27420000,419,38,0,457,99,87,118,38,214
77,43,50,49,0.061988304,25908407009,2/15/20,25620000,392,35,5,427,100,51,100,35,241
89,46,91,51,0.061845861,25921923357,2/16/20,31560000,473,53,7,526,99,92,98,53,283
74,36,40,50,0.042709867,25934232287,2/17/20,20340000,305,34,0,339,100,41,60,34,204
83,42,84,49,0.047457627,25948396113,2/18/20,26520000,403,39,0,442,99,84,97,39,222
83,43,87,49,0.049596309,25963905307,2/19/20,26220000,404,33,0,437,97,88,56,33,260
78,38,82,48,0.034852547,25980532848,2/20/20,22500000,340,35,0,375,100,82,57,35,201
77,40,98,48,0.03803681,26002337682,2/21/20,24420000,373,34,0,407,98,98,47,34,228
78,42,99,48,0.036286019,26015155891,2/22/20,28560000,423,53,0,476,100,100,74,53,249
76,39,70,49,0.051833123,26027975964,2/23/20,24060000,364,37,0,401,98,71,58,37,235
83,41,79,50,0.02679659,26041229849,2/24/20,24900000,385,30,0,415,98,80,63,30,242
82,42,44,49,0.037934668,26057650721,2/25/20,28920000,431,51,0,482,99,44,66,51,321
85,42,86,50,0.033860045,26073888409,2/26/20,28140000,398,71,0,469,97,86,74,71,238
79,38,99,50,0.067003793,26089811250,2/27/20,23940000,358,41,6,399,96,99,53,41,206
81,37,61,50,0.061196106,26104665399,2/28/20,21600000,324,36,0,360,97,61,74,36,189
81,37,61,50,0.061196106,26104665399,2/28/20,21600000,324,36,0,360,97,61,74,36,189
75,38,94,48,0.060313631,26118756478,2/29/20,24840000,364,50,0,414,97,94,60,50,210
82,44,116,49,0.081860465,26128930957,3/1/20,32220000,455,82,0,537,96,116,79,82,260
81,42,94,50,0.057331863,26144614961,3/2/20,28140000,409,60,0,469,97,94,65,60,250
81,39,71,51,0.048134777,26161004333,3/3/20,24900000,376,39,0,415,98,71,63,39,242
82,38,99,51,0.038718291,26189121783,3/5/20,22440000,346,28,0,374,99,100,80,28,166
86,45,80,52,0.036571429,26204886334,3/6/20,27060000,420,31,6,451,100,80,76,31,264
76,40,79,52,0.047785548,26217116872,3/7/20,25740000,388,41,0,429,99,79,143,41,166
78,41,84,53,0.07902439,26232195412,3/8/20,30720000,443,69,0,512,98,84,108,69,251
82,41,65,55,0.075245365,26244084601,3/9/20,27480000,405,53,0,458,94,65,95,53,245
87,42,85,56,0.04607721,26259993350,3/10/20,24600000,383,27,5,410,100,85,92,27,206
83,38,73,55,0.044137931,26275655344,3/11/20,22020000,337,30,0,367,98,74,72,30,191
83,38,65,54,0.031454784,26288295819,3/12/20,23580000,348,45,0,393,99,65,79,45,204
84,39,97,53,0.043695381,26305611070,3/13/20,24120000,366,36,0,402,99,97,97,36,172
64,34,59,53,0.057627119,26319261854,3/14/20,18240000,267,37,7,304,99,59,35,37,173
88,44,119,55,0.085498743,26330880526,3/15/20,35760000,513,83,0,596,93,120,143,83,250
87,42,70,53,0.029003783,26343602207,3/16/20,24360000,378,28,5,406,100,70,90,28,218
84,39,56,52,0.044720497,26358832290,3/17/20,24120000,365,37,0,402,98,56,93,37,216
87,43,61,51,0.042093288,26374126410,3/18/20,26760000,400,46,0,446,100,61,127,46,212
69,34,53,50,0.055172414,26387490904,3/19/20,17400000,266,24,0,290,97,53,64,24,149
82,40,80,52,0.022988506,26403243142,3/20/20,23820000,371,26,0,397,98,80,120,26,171
77,37,66,51,0.034578147,26416279906,3/21/20,21660000,329,32,0,361,100,66,45,32,218
84,41,92,51,0.049544995,26428919224,3/22/20,30000000,440,60,0,500,96,92,127,60,221
80,38,70,50,0.055476529,26440133624,3/23/20,21180000,327,26,0,353,96,70,58,26,199
77,38,98,48,0.033121019,26453968121,3/24/20,24240000,356,48,0,404,99,98,73,48,185
79,36,79,49,0.06614786,26467721578,3/25/20,23100000,337,48,1,385,96,79,88,48,170
81,40,52,48,0.043848965,26480033361,3/26/20,25080000,384,34,0,418,97,52,79,34,253
79,37,72,48,0.044585987,26490737722,3/27/20,23520000,350,42,0,392,97,72,93,42,185
80,41,84,48,0.067778936,26502679753,3/28/20,29100000,420,65,0,485,96,84,59,65,277
80,41,91,47,0.038374718,26515610388,3/29/20,27720000,363,39,1,462,99,91,114,39,158
80,41,91,47,0.038374718,26515610388,3/29/20,27720000,363,39,1,462,99,91,114,39,158
74,36,93,47,0.050058207,26530022073,3/30/20,25740000,370,59,0,429,97,93,52,59,225
