overall_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,logId,dateOfSleep,duration,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,deep,rem,wake,light
58,28,43,45,0.182531894,24838154739,12/1/19,30540000,399,110,0,509,96,43,70,110,286
81,37,87,47,0.110458284,24857203229,12/2/19,25500000,376,49,0,425,93,87,87,49,202
81,37,87,47,0.110458284,24857203229,12/2/19,25500000,376,49,0,425,93,87,87,49,202
75,36,73,46,0.208853575,24862298733,12/3/19,26400000,382,58,0,440,99,73,78,58,231
79,37,54,45,0.135440181,24895824299,12/4/19,26580000,392,51,0,443,92,54,91,51,247
70,36,63,44,0.202043133,24896643098,12/5/19,26520000,383,59,0,442,99,63,47,59,273
58,29,10,44,0.091533181,24914622967,12/6/19,13980000,203,30,0,233,91,10,22,30,171
71,36,74,45,0.165298945,24923252420,12/7/19,25560000,372,54,0,426,92,74,94,54,204
68,33,43,46,0.109770808,24935403285,12/8/19,24840000,351,63,0,414,94,43,70,63,238
64,27,49,47,0.096947935,24959885733,12/9/19,16920000,247,35,0,282,92,49,53,35,145
71,31,50,47,0.108144192,24959885735,12/10/19,22440000,317,57,0,374,94,50,64,57,203
77,35,37,46,0.145121951,24972773659,12/11/19,24780000,359,54,0,413,96,37,78,54,244
66,32,69,45,0.171021378,24977862184,12/12/19,25980000,355,78,2,433,91,70,27,78,258
69,32,63,45,0.201594533,24999289340,12/13/19,26700000,369,76,0,445,99,63,60,76,246
58,31,25,44,0.170212766,25009042355,12/14/19,26820000,368,79,0,447,93,25,71,79,272
79,42,101,46,0.110792741,25013611278,12/15/19,31560000,479,47,0,526,98,102,99,47,278
74,38,62,47,0.193960511,25033382891,12/16/19,25980000,388,45,0,433,98,62,102,45,224
77,39,65,47,0.183333333,25036633149,12/17/19,26100000,391,44,0,435,99,65,111,44,215
71,33,61,46,0.190369541,25060150828,12/18/19,26760000,373,73,0,446,90,61,74,73,238
63,35,18,45,0.176836862,25067580603,12/19/19,24060000,349,52,0,401,83,18,97,52,234
75,38,72,46,0.093251534,25086862747,12/20/19,24420000,372,35,0,407,97,72,79,35,221
72,39,76,46,0.178612059,25101486533,12/21/19,26760000,397,49,0,446,93,77,83,49,237
74,42,51,47,0.167523124,25104998807,12/22/19,29640000,435,59,0,494,98,51,170,59,214
70,35,24,47,0.066079295,25114886084,12/23/19,14040000,217,17,0,234,95,25,72,17,120
74,35,64,46,0.219341974,25132043903,12/24/19,30180000,417,86,0,503,98,64,101,86,252
65,35,31,44,0.202797203,25164862609,12/25/19,21420000,327,30,0,357,91,32,88,30,207
78,47,61,45,0.15739868,25164862610,12/26/19,31920000,498,34,0,532,85,62,162,34,274
72,42,74,45,0.116596639,25164862611,12/27/19,28860000,426,55,0,481,85,75,64,55,287
80,40,68,47,0.198051948,25171974888,12/28/19,28200000,414,56,0,470,91,68,94,56,252
70,39,65,44,0.25083612,25189335380,12/29/19,26880000,407,41,0,448,98,65,121,41,221
73,37,80,45,0.152241919,25206169676,12/30/19,28860000,413,68,0,481,90,80,95,68,238
73,35,59,45,0.190580504,25234143557,12/31/19,27360000,387,69,0,456,98,59,82,69,246
72,38,56,45,0.169124877,25266471755,1/2/20,30480000,425,83,0,508,95,56,90,83,279
62,34,25,45,0.246861925,25266471756,1/3/20,21480000,320,38,0,358,99,25,74,38,221
66,29,34,47,0.239353891,25271432662,1/4/20,20460000,290,51,0,341,99,34,78,51,178
74,39,70,46,0.183654729,25282737909,1/5/20,32640000,464,80,0,544,99,70,90,80,304
60,27,55,45,0.248462485,25307582501,1/6/20,24360000,330,76,0,406,99,55,77,76,198
77,38,50,45,0.121637427,25320954691,1/7/20,25620000,381,46,0,427,93,50,86,46,245
70,39,44,45,0.246781116,25333869511,1/8/20,28380000,419,54,0,473,100,44,86,54,289
71,34,46,46,0.151685393,25363101741,1/9/20,26760000,377,69,0,446,95,46,67,69,264
76,36,78,46,0.17386231,25380278163,1/10/20,26220000,375,62,0,437,91,78,98,62,199
57,27,10,46,0.221757322,25387970382,1/11/20,21480000,296,62,0,358,99,10,60,62,226
60,32,50,46,0.201025641,25409084902,1/12/20,29220000,400,87,0,487,99,50,67,87,283
79,37,72,48,0.144592953,25418134167,1/13/20,25200000,370,50,0,420,90,72,103,50,195
68,32,44,46,0.203797468,25430307582,1/14/20,24960000,335,81,0,416,99,44,55,81,236
78,39,51,44,0.192865106,25453868774,1/15/20,26880000,405,43,0,448,89,52,125,43,228
59,27,48,44,0.200956938,25461142287,1/16/20,25200000,337,83,0,420,100,48,22,83,267
62,28,26,45,0.195736434,25473326563,1/17/20,15720000,233,29,0,262,97,27,33,29,173
75,41,88,45,0.145038168,25491342276,1/18/20,31680000,464,64,0,528,91,88,142,64,234
71,35,65,47,0.158394931,25510149237,1/19/20,28560000,402,74,0,476,96,66,90,74,246
78,39,30,48,0.183240223,25518257560,1/20/20,27480000,406,52,0,458,98,31,92,52,283
68,31,69,47,0.198385236,25529945029,1/21/20,26280000,358,80,0,438,100,69,64,80,225
72,32,39,46,0.136470588,25557259037,1/22/20,26220000,358,79,0,437,90,40,74,79,244
66,30,33,46,0.177847114,25571573772,1/23/20,19380000,278,45,0,323,93,33,42,45,203
72,35,81,46,0.080283353,25586069832,1/24/20,25380000,368,55,0,423,95,82,86,55,200
78,41,38,48,0.088842975,25595523986,1/25/20,29160000,425,61,0,486,95,39,91,61,295
71,32,45,49,0.105343511,25607778677,1/26/20,19620000,291,36,0,327,89,45,76,36,170
76,37,68,49,0.189122373,25645293844,1/28/20,24480000,364,44,0,408,98,68,77,44,219
75,33,44,48,0.09610984,25653539379,1/29/20,26640000,370,74,0,444,95,44,70,74,256
74,37,59,46,0.185185185,25666164253,1/30/20,27780000,395,68,0,463,97,59,68,68,268
73,36,42,45,0.161616162,25696447227,1/31/20,27600000,385,75,0,460,98,43,72,75,270
73,36,42,45,0.161616162,25696447227,1/31/20,27600000,385,75,0,460,98,43,72,75,270
73,38,75,47,0.192507804,25712106444,2/1/20,29160000,416,70,0,486,99,75,96,70,245
76,38,81,48,0.116216216,25732792765,2/2/20,33420000,475,82,0,557,90,81,100,82,294
81,39,65,47,0.133406836,25737843221,2/3/20,27180000,405,48,0,453,91,66,93,48,246
68,30,14,47,0.185935638,25751178715,2/4/20,25140000,348,71,0,419,98,14,78,71,256
65,30,56,45,0.100145138,25765502411,2/5/20,20820000,297,50,0,347,93,57,80,50,160
76,33,71,47,0.117386489,25783203957,2/6/20,27240000,381,73,0,454,93,71,96,73,214
74,33,69,45,0.129069767,25797324044,2/7/20,26940000,364,85,0,449,92,69,72,85,223
65,36,49,45,0.139852787,25819317393,2/8/20,28500000,403,72,0,475,94,49,57,72,297
74,43,44,46,0.155299056,25826709445,2/9/20,29940000,441,58,0,499,91,44,152,58,245
70,36,72,48,0.161748634,25840943219,2/10/20,27420000,392,65,0,457,90,72,67,65,253
79,38,35,47,0.132032147,25861470136,2/11/20,26280000,388,50,0,438,97,35,91,50,262
75,35,62,47,0.159438776,25874822659,2/12/20,23640000,346,48,0,394,99,62,68,48,216
80,38,46,46,0.120608899,25878451698,2/13/20,27300000,385,70,0,455,93,46,87,70,252
67,28,56,46,0.126303592,25894543060,2/14/20,25920000,349,83,0,432,96,57,67,83,225
67,35,56,46,0.139208174,25908960378,2/15/20,23460000,347,44,0,391,91,57,96,44,194
66,31,69,47,0.082402235,25923302916,2/16/20,21540000,306,53,0,359,93,69,71,53,166
77,39,51,50,0.239007892,25933222245,2/17/20,27000000,404,46,0,450,99,51,110,46,243
70,35,57,48,0.154639175,25968544429,2/18/20,26760000,371,75,0,446,89,57,24,75,290
70,30,57,47,0.151412429,25968544430,2/19/20,26520000,364,78,0,442,98,57,73,78,234
67,32,70,46,0.236725664,25978422161,2/20/20,28080000,374,94,0,468,98,70,79,94,225
73,38,57,48,0.238787879,26011356895,2/21/20,24720000,373,39,0,412,98,57,68,39,248
64,34,46,48,0.197049526,26017338140,2/22/20,28440000,395,79,0,474,94,46,75,79,274
76,36,87,51,0.140198511,26036022643,2/23/20,24660000,359,52,0,411,90,88,80,52,191
82,39,57,52,0.11827957,26081648908,2/24/20,28320000,417,55,0,472,95,57,123,55,237
73,34,54,52,0.15576324,26081648910,2/26/20,28860000,400,81,0,481,90,54,74,81,272
65,33,5,46,0.113924051,26098207996,2/27/20,26040000,368,66,0,434,91,6,86,66,276
61,24,31,49,0.12567325,26111929586,2/28/20,16980000,236,47,0,283,94,31,25,47,180
79,42,86,47,0.232820513,26119626219,2/29/20,29640000,440,54,0,494,98,86,157,54,197
66,32,7,46,0.101736973,26130044118,3/1/20,13200000,189,31,2,220,89,7,10,31,172
66,32,7,46,0.101736973,26130044118,3/1/20,13200000,189,31,2,220,89,7,10,31,172
76,37,81,46,0.185108583,26148360023,3/2/20,28980000,416,67,0,483,96,81,90,67,245
75,38,38,45,0.162591687,26161648714,3/3/20,25980000,372,61,0,433,98,38,87,61,247
76,40,107,46,0.20271581,26178778529,3/4/20,31080000,447,71,0,518,97,107,147,71,193
73,35,34,46,0.201219512,26196692623,3/5/20,29940000,409,90,0,499,99,34,90,90,285
73,35,58,46,0.146031746,26209452058,3/6/20,28320000,399,73,0,472,92,59,85,73,255
82,40,33,47,0.119677791,26217515055,3/7/20,26400000,408,32,1,440,92,34,82,32,292
69,30,54,47,0.097862767,26256913419,3/8/20,26640000,363,81,0,444,96,54,86,81,223
67,25,58,46,0.108667529,26256913420,3/9/20,23460000,313,78,0,391,97,58,62,78,193
78,42,45,44,0.09219191,26285343735,3/11/20,31920000,477,55,0,532,93,45,109,55,323
83,41,42,46,0.109022556,26288680064,3/12/20,26460000,382,59,0,441,93,43,118,59,221
75,36,58,45,0.159653465,26306338653,3/13/20,25320000,357,65,0,422,98,58,60,65,239
80,46,60,45,0.139534884,26319770221,3/14/20,33780000,504,59,0,563,89,60,117,59,327
64,32,25,47,0.173913043,26342688077,3/15/20,25560000,357,69,0,426,88,25,104,69,228
66,28,62,48,0.148816234,26349024331,3/16/20,26580000,358,85,0,443,91,62,55,85,241
74,35,81,46,0.194669757,26380705349,3/18/20,28200000,372,98,0,470,99,81,69,98,222
74,37,43,45,0.137643379,26387234498,3/19/20,29220000,414,73,0,487,98,43,59,73,312
63,34,64,47,0.124497992,26416569739,3/21/20,22500000,328,47,1,375,86,65,52,47,211
76,36,50,49,0.158834586,26434483581,3/22/20,31920000,428,104,0,532,92,50,100,104,278
76,39,56,48,0.206084396,26443230995,3/23/20,30720000,428,84,0,512,99,57,76,84,295
72,37,56,48,0.192898273,26473501697,3/24/20,31380000,424,99,0,523,98,56,90,99,278
74,35,54,48,0.181078332,26473501698,3/25/20,29640000,409,85,0,494,99,54,81,85,274
70,34,14,47,0.199192463,26476119722,3/26/20,22260000,331,40,0,371,94,14,79,40,238
65,29,58,47,0.220145379,26489620190,3/27/20,29160000,384,102,0,486,98,58,77,102,249
62,32,81,47,0.173272933,26504002101,3/28/20,26580000,366,77,0,443,89,81,62,77,223
59,27,29,49,0.100393701,26517964044,3/29/20,15240000,223,31,0,254,92,29,39,31,155
77,35,46,51,0.134020619,26530518810,3/30/20,23280000,346,42,0,388,93,46,84,42,216
