overall_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,logId,dateOfSleep,duration,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,deep,rem,wake,light
76,45,96,48,0.073516386,25550444788,1/22/20,33840000,496,68,0,564,96,97,69,68,330
79,41,65,50,0.07120743,25564026334,1/23/20,29580000,431,62,3,493,97,65,83,62,283
68,34,71,50,0.067581837,25580502821,1/24/20,28500000,401,74,0,475,95,72,74,74,255
81,42,91,51,0.066009852,25593088473,1/25/20,30420000,458,49,0,507,96,91,99,49,268
69,38,59,51,0.080722892,25605676430,1/26/20,25440000,378,46,0,424,94,59,45,46,274
65,38,64,53,0.075117371,25620684571,1/27/20,25920000,386,46,0,432,91,64,5,46,317
68,32,45,55,0.072303922,25637442441,1/28/20,24540000,344,65,0,409,95,46,36,65,262
68,38,67,56,0.081877729,25660670215,1/29/20,28080000,405,63,6,468,92,67,30,63,308
63,31,35,58,0.079812207,25676265651,1/30/20,19800000,282,48,1,330,93,36,9,48,237
78,41,56,58,0.076555024,25697740876,1/31/20,32160000,467,69,0,536,93,57,24,69,386
82,45,91,56,0.081488043,25712974113,2/1/20,34140000,495,74,1,569,96,92,61,74,342
85,45,101,56,0.07850912,25726409657,2/2/20,38100000,565,70,0,635,95,101,111,70,353
78,41,48,57,0.069430052,25736970595,2/3/20,29040000,421,63,0,484,98,49,77,63,295
74,37,66,58,0.073917635,25751665539,2/4/20,28800000,415,65,0,480,95,66,38,65,311
75,39,60,57,0.066471163,25766044861,2/5/20,30720000,434,78,0,512,97,60,57,78,317
74,40,77,58,0.073926074,25782412752,2/6/20,30000000,427,73,0,500,98,77,21,73,329
74,40,86,58,0.086255924,25800076594,2/7/20,31620000,462,65,0,527,92,87,45,65,330
87,45,111,59,0.072819644,25813542360,2/8/20,36360000,535,71,0,606,94,111,110,71,314
87,45,111,59,0.072819644,25813542360,2/8/20,36360000,535,71,0,606,94,111,110,71,314
78,42,64,59,0.084681256,25824381899,2/9/20,31680000,468,60,0,528,96,64,55,60,349
73,38,75,59,0.080996885,25839200853,2/10/20,28860000,418,63,0,481,93,75,40,63,303
81,42,72,59,0.072477963,25852528540,2/11/20,31200000,461,59,0,520,90,72,81,59,308
72,39,43,58,0.103652517,25866655841,2/12/20,30360000,431,75,0,506,93,43,28,75,360
72,39,83,58,0.064446831,25879353993,2/13/20,27900000,416,49,0,465,96,84,27,49,305
62,37,12,59,0.070953437,25896043613,2/14/20,27120000,395,57,8,452,92,12,14,57,369
86,46,77,62,0.05258216,25909323567,2/15/20,32460000,487,54,0,541,98,77,61,54,349
81,41,31,60,0.081766917,25921507449,2/16/20,32400000,479,61,0,540,95,32,89,61,358
75,38,86,57,0.079581152,25935544067,2/17/20,28860000,420,61,0,481,94,86,65,61,269
70,41,65,57,0.082272282,25947815256,2/18/20,30600000,454,56,0,510,93,66,21,56,367
69,35,49,59,0.086866598,25964757873,2/19/20,28980000,409,74,8,483,95,49,38,74,322
76,37,68,59,0.078756477,25981209158,2/20/20,29100000,416,69,4,485,96,68,93,69,255
75,37,42,58,0.055627426,26002194338,2/21/20,23580000,358,35,1,393,96,42,52,35,264
71,41,61,58,0.076439791,26016417132,2/22/20,29040000,424,60,0,484,94,62,34,60,328
84,46,60,60,0.071244635,26030621079,2/23/20,35520000,522,70,3,592,98,60,74,70,388
79,42,90,58,0.104123711,26042561207,2/24/20,29820000,440,57,3,497,91,90,69,57,281
76,41,98,57,0.089581305,26060084602,2/25/20,30780000,446,67,7,513,95,98,57,67,291
70,33,70,56,0.072196621,26073306584,2/26/20,19560000,297,29,0,326,97,71,50,29,176
76,41,77,56,0.084199584,26089325653,2/27/20,29400000,423,67,1,490,92,77,24,67,322
72,42,64,55,0.077457795,26105794276,2/28/20,30180000,449,54,0,503,95,64,50,54,335
82,46,109,57,0.083196046,26119630601,2/29/20,36600000,549,61,5,610,97,109,42,61,398
79,44,88,56,0.091887417,26133078910,3/1/20,36360000,517,89,0,606,95,88,71,89,358
72,38,50,56,0.075245365,26144544457,3/2/20,28440000,407,67,0,474,94,50,25,67,332
69,37,71,55,0.089324619,26161394767,3/3/20,28200000,400,70,0,470,90,72,47,70,281
75,40,72,56,0.087388282,26173879486,3/4/20,30180000,436,67,0,503,94,72,75,67,289
75,40,70,56,0.068599034,26190481933,3/5/20,31800000,448,82,0,530,95,71,43,82,334
77,41,74,55,0.074871795,26204725934,3/6/20,29220000,431,56,4,487,96,75,53,56,303
73,41,81,54,0.087215064,26219032446,3/7/20,30720000,438,74,0,512,92,81,30,74,327
79,42,61,54,0.063851699,26230985507,3/8/20,29100000,436,49,0,485,96,61,74,49,301
67,33,40,54,0.071071071,26244543950,3/9/20,30240000,408,96,0,504,94,41,14,96,353
67,33,40,54,0.071071071,26244543950,3/9/20,30240000,408,96,0,504,94,41,14,96,353
75,41,47,54,0.067298578,26260917942,3/10/20,32460000,467,74,1,541,95,47,36,74,384
77,44,58,53,0.081444165,26278465038,3/11/20,36000000,513,87,1,600,94,58,61,87,394
76,40,77,54,0.081652257,26289851452,3/12/20,31380000,453,70,0,523,93,77,66,70,310
77,45,85,54,0.090909091,26308415189,3/13/20,34200000,497,73,0,570,94,86,74,73,337
79,44,84,56,0.074074074,26332760431,3/15/20,37380000,522,101,0,623,97,84,74,101,364
78,42,91,55,0.086458333,26345109700,3/16/20,29520000,424,68,0,492,96,91,51,68,282
77,42,77,54,0.061375661,26360190581,3/17/20,29040000,425,59,1,484,96,77,54,59,294
70,37,94,55,0.085062241,26376446174,3/18/20,29160000,416,70,0,486,94,94,43,70,279
76,41,100,55,0.072300469,26396185261,3/19/20,31920000,469,63,0,532,95,100,44,63,325
75,42,72,54,0.076923077,26404954216,3/20/20,32220000,462,75,2,537,95,72,59,75,331
78,44,86,54,0.079100749,26431025224,3/22/20,36780000,511,102,1,613,95,86,32,102,393
78,42,71,53,0.085914086,26442087723,3/23/20,30480000,443,65,0,508,95,71,53,65,319
70,35,39,51,0.078346028,26455233345,3/24/20,27840000,391,73,0,464,96,40,46,73,305
74,40,83,50,0.076481836,26468262285,3/25/20,31800000,453,77,0,530,95,83,86,77,284
77,42,90,52,0.071502591,26479270124,3/26/20,28920000,430,52,2,482,96,91,77,52,262
75,40,73,52,0.081081081,26491432162,3/27/20,29940000,430,69,0,499,92,73,83,69,274
82,45,112,52,0.079934747,26510243451,3/28/20,37620000,547,80,3,627,96,113,95,80,339
79,46,72,53,0.079617834,26517565273,3/29/20,38220000,510,67,0,637,0,72,44,67,394
72,36,48,53,0.069767442,26529747076,3/30/20,27660000,392,69,0,461,95,48,51,69,293
