overall_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,logId,dateOfSleep,duration,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,deep,rem,wake,light
73,38,99,69,0.118093174,24931463868,12/8/19,27660000,407,54,0,461,89,100,90,54,217
88,44,110,71,0.102953586,24940819749,12/9/19,35640000,507,87,0,594,92,110,115,87,282
80,43,34,69,0.117289314,24956254076,12/10/19,34620000,484,93,0,577,91,34,68,93,382
83,39,105,67,0.101278269,24966675576,12/11/19,30480000,431,77,0,508,92,105,104,77,222
73,32,81,66,0.10543131,24991784521,12/13/19,28860000,384,97,0,481,91,81,101,97,202
87,45,123,66,0.118038238,25002488967,12/14/19,36300000,537,68,0,605,91,123,147,68,267
77,43,87,67,0.126846221,25014389068,12/15/19,34680000,486,92,0,578,88,87,105,92,294
78,39,86,69,0.136567835,25024877171,12/16/19,33540000,473,86,0,559,90,86,92,86,295
77,38,93,68,0.115075825,25037273100,12/17/19,33600000,473,87,0,560,91,93,88,87,292
79,40,87,67,0.116232465,25054766403,12/18/19,30480000,433,75,0,508,89,88,86,75,259
69,31,55,67,0.096385542,25064894453,12/19/19,22380000,319,54,0,373,93,55,73,54,191
83,39,101,68,0.110262009,25083442326,12/20/19,28800000,412,68,0,480,92,101,108,68,203
74,37,67,65,0.095499451,25095429305,12/21/19,27780000,400,63,0,463,92,67,79,63,254
72,36,101,66,0.139321723,25104446844,12/22/19,32700000,445,100,0,545,96,101,141,100,203
90,44,130,68,0.122103387,25114574456,12/23/19,34200000,489,81,0,570,89,131,122,81,236
82,38,79,66,0.102212856,25136167610,12/24/19,28440000,420,54,0,474,97,79,125,54,216
81,43,86,66,0.138197425,25138586827,12/25/19,34920000,493,89,0,582,87,86,141,89,266
84,41,111,66,0.106906339,25150523713,12/26/19,32160000,468,68,0,536,92,111,117,68,240
70,36,83,65,0.139482565,25163295849,12/27/19,27240000,386,68,0,454,88,83,91,68,212
77,36,87,68,0.125252525,25173636067,12/28/19,29880000,420,78,0,498,93,87,86,78,247
77,36,87,68,0.125252525,25173636067,12/28/19,29880000,420,78,0,498,93,87,86,78,247
86,43,100,67,0.121852153,25185943631,12/29/19,36900000,522,93,0,615,93,100,121,93,301
72,39,63,64,0.111431316,25200027033,12/30/19,31200000,437,83,0,520,89,64,71,83,302
84,42,102,65,0.158135982,25216007744,12/31/19,39660000,552,109,0,661,90,102,162,109,288
70,36,86,65,0.136618141,25229279710,1/1/20,26760000,388,58,0,446,91,86,87,58,215
60,27,11,65,0.118251928,25233606568,1/1/20,12060000,168,33,0,201,93,11,39,33,118
80,42,85,67,0.128248114,25243305727,1/2/20,36060000,487,114,0,601,94,85,70,114,332
87,45,88,65,0.101345291,25257945582,1/3/20,33480000,485,73,0,558,93,88,114,73,283
79,40,73,65,0.127221703,25272558302,1/4/20,32040000,463,71,0,534,91,73,93,71,297
75,38,36,66,0.142996109,25283681814,1/5/20,31980000,425,108,0,533,96,36,73,108,316
67,28,53,66,0.108882521,25297949174,1/6/20,10980000,159,24,0,183,92,53,31,24,75
66,29,25,65,0.172965116,25342276643,1/9/20,20760000,296,50,0,346,91,25,57,50,214
76,36,56,64,0.132752992,25363900643,1/10/20,27540000,397,62,0,459,93,56,98,62,243
58,26,37,64,0.058708415,25382923176,1/11/20,15360000,225,31,0,256,94,37,33,31,155
80,40,102,64,0.113573407,25395553240,1/12/20,32760000,470,76,0,546,94,103,97,76,270
75,37,24,63,0.087962963,25408895181,1/13/20,27180000,385,68,0,453,93,25,72,68,288
80,37,58,61,0.092307692,25420767873,1/14/20,27960000,404,62,0,466,90,58,98,62,248
77,36,88,61,0.109709962,25439779135,1/15/20,25080000,352,66,0,418,93,88,114,66,150
79,38,80,61,0.094179894,25457288238,1/16/20,28320000,417,55,0,472,94,80,134,55,203
85,43,92,62,0.135135135,25469285399,1/17/20,35580000,503,90,0,593,91,92,145,90,266
87,42,127,62,0.094527363,25488142949,1/18/20,30540000,451,58,0,509,93,128,155,58,168
79,39,80,62,0.120673527,25499959802,1/19/20,32040000,462,72,0,534,92,80,119,72,263
84,43,105,63,0.108349901,25513824138,1/20/20,31260000,473,48,0,521,96,106,136,48,231
91,46,142,63,0.088311688,25526604338,1/21/20,36120000,528,74,0,602,96,143,157,74,228
83,43,92,62,0.06350915,25541501397,1/22/20,27840000,437,27,0,464,97,92,107,27,238
79,36,81,64,0.110253583,25559544688,1/23/20,27600000,397,63,0,460,93,81,123,63,193
77,40,73,64,0.06440678,25575800770,1/24/20,26820000,410,37,0,447,98,73,106,37,231
85,42,73,66,0.092292089,25591120766,1/25/20,30540000,451,58,0,509,95,73,110,58,268
73,37,78,66,0.089670829,25603613945,1/26/20,26400000,391,49,0,440,94,79,88,49,224
85,42,98,68,0.108920188,25615559390,1/27/20,33300000,479,76,0,555,97,98,154,76,227
85,42,98,68,0.108920188,25615559390,1/27/20,33300000,479,76,0,555,97,98,154,76,227
80,39,116,66,0.10802139,25629880781,1/28/20,28020000,416,51,0,467,96,116,103,51,197
77,37,92,66,0.097365407,25646822181,1/29/20,26160000,386,50,0,436,89,92,75,50,219
85,43,131,65,0.077669903,25665963383,1/30/20,28320000,435,37,4,472,97,131,127,37,177
65,27,59,65,0.082758621,25696518427,1/31/20,13020000,194,23,0,217,93,59,28,23,107
87,46,111,67,0.046622265,25707926715,2/1/20,31500000,487,38,0,525,98,111,142,38,234
67,33,82,69,0.057632399,25723406286,2/2/20,19500000,293,32,1,325,94,83,72,32,138
82,39,93,71,0.095294118,25734599170,2/3/20,26040000,391,43,0,434,95,94,118,43,179
58,26,43,71,0.041338583,25749083436,2/4/20,15240000,226,28,0,254,97,43,43,28,140
86,42,110,73,0.118110236,25762308512,2/5/20,41880000,590,108,0,698,89,110,178,108,302
75,34,79,71,0.121465969,25773439116,2/6/20,28620000,402,75,1,477,92,80,90,75,232
79,42,104,68,0.143708116,25793105126,2/7/20,40380000,561,112,0,673,95,104,123,112,334
86,45,88,68,0.096888889,25836503169,2/8/20,33720000,507,55,0,562,91,89,169,55,249
61,27,50,68,0.077071291,25836503170,2/9/20,15540000,233,26,0,259,92,50,62,26,121
73,31,59,68,0.081237911,25836503172,2/10/20,15480000,241,17,0,258,93,59,82,17,100
76,35,71,68,0.107540173,25849780413,2/11/20,24240000,358,46,1,404,92,71,106,46,181
76,40,74,67,0.142427282,25863960321,2/12/20,29880000,430,68,0,498,87,74,76,68,280
77,41,62,67,0.119960669,25876041599,2/13/20,30480000,449,59,0,508,93,63,119,59,267
69,36,91,69,0.112883436,25935918189,2/15/20,24420000,362,45,0,407,90,92,109,45,161
79,37,81,70,0.087697929,25935918191,2/17/20,24780000,366,47,0,413,93,81,105,47,180
76,36,87,70,0.110497238,25947923454,2/18/20,27120000,392,60,0,452,91,87,86,60,219
77,36,89,70,0.110423117,25963402543,2/19/20,29040000,412,72,0,484,92,89,114,72,209
88,45,137,69,0.104740061,25986094786,2/20/20,39300000,579,76,1,655,92,137,145,76,297
85,44,131,69,0.112269447,26001844532,2/21/20,37380000,552,71,0,623,92,131,140,71,281
82,45,115,70,0.11,26016059200,2/22/20,33120000,484,68,0,552,93,116,97,68,271
67,33,83,73,0.116603295,26042446714,2/23/20,23640000,340,54,0,394,93,83,86,54,171
91,46,126,73,0.091237579,26042446715,2/24/20,33180000,501,52,5,553,96,126,157,52,218
82,40,93,73,0.084562439,26064965963,2/25/20,30720000,442,70,0,512,97,94,86,70,262
83,41,88,72,0.113837095,26074293698,2/26/20,30540000,444,65,0,509,93,88,108,65,248
83,41,88,72,0.113837095,26074293698,2/26/20,30540000,444,65,0,509,93,88,108,65,248
81,41,89,71,0.105731225,26088133858,2/27/20,30480000,441,67,0,508,91,89,97,67,255
73,41,85,70,0.157512953,26105662997,2/28/20,28920000,424,58,0,482,89,85,93,58,246
85,42,81,72,0.097142857,26119068981,2/29/20,32280000,478,60,0,538,95,81,139,60,258
60,31,78,73,0.089208633,26131375313,3/1/20,21120000,300,52,0,352,91,78,43,52,179
70,41,121,74,0.192231731,26143014034,3/2/20,45540000,628,131,0,759,93,121,107,131,400
86,45,92,76,0.128712871,26159173890,3/3/20,36720000,532,80,0,612,92,93,136,80,303
87,44,98,74,0.109803922,26174533009,3/4/20,38220000,545,92,1,637,96,98,150,92,297
84,41,123,71,0.105805243,26190816499,3/5/20,32460000,471,70,0,541,95,123,115,70,233
89,45,120,72,0.080343214,26208427837,3/6/20,39060000,576,75,0,651,96,120,191,75,265
87,45,128,72,0.115942029,26223106206,3/7/20,35160000,510,76,0,586,89,128,132,76,250
80,36,83,72,0.101083032,26231258246,3/8/20,25560000,369,57,0,426,96,83,110,57,176
83,42,124,71,0.097336066,26245194112,3/9/20,29580000,437,56,0,493,93,124,92,56,221
82,40,81,72,0.090009891,26260768443,3/10/20,30300000,439,66,0,505,94,81,111,66,247
84,42,93,71,0.088486141,26319194532,3/11/20,28200000,422,48,0,470,96,94,101,48,227
79,38,69,72,0.08,26319194534,3/12/20,25260000,374,47,0,421,97,69,102,47,203
84,41,109,71,0.094128611,26319194535,3/13/20,32160000,475,61,1,536,95,110,102,61,263
71,33,107,71,0.121447028,26319194536,3/14/20,23580000,336,57,0,393,90,107,56,57,173
84,41,111,71,0.117766497,26353709658,3/15/20,29700000,432,63,0,495,97,111,119,63,202
85,40,108,71,0.090297791,26353709660,3/16/20,31260000,454,67,0,521,92,108,110,67,236
79,43,67,68,0.121083827,26368934160,3/17/20,35580000,494,99,0,593,92,67,75,99,352
80,40,103,67,0.091001011,26393281545,3/18/20,29940000,428,71,0,499,95,104,91,71,233
78,38,68,68,0.056257176,26393281546,3/19/20,26820000,395,52,0,447,97,69,95,52,231
82,45,102,68,0.131304348,26413497095,3/20/20,35460000,508,83,0,591,91,103,106,83,299
72,33,66,70,0.11179173,26415801258,3/21/20,20520000,296,46,4,342,91,66,72,46,158
74,35,83,70,0.112160567,26438065829,3/22/20,25380000,373,50,0,423,92,83,99,50,191
89,45,103,70,0.091954023,26444879883,3/23/20,34800000,495,85,0,580,95,103,138,85,254
80,38,84,68,0.066508314,26455360344,3/24/20,25800000,385,45,0,430,95,84,85,45,216
80,37,109,67,0.085478888,26467580134,3/25/20,29100000,418,67,0,485,95,109,121,67,188
77,39,134,67,0.098092643,26485220347,3/26/20,33420000,471,86,4,557,91,135,75,86,261
89,46,115,67,0.091827365,26492260577,3/27/20,32640000,486,58,0,544,93,115,122,58,249
89,46,115,67,0.091827365,26492260577,3/27/20,32640000,486,58,0,544,93,115,122,58,249
88,45,124,67,0.098454028,26504210730,3/28/20,36840000,542,72,0,614,93,124,121,72,297
84,43,96,66,0.083643123,26516188492,3/29/20,32880000,442,46,0,548,95,97,112,46,233
90,46,91,67,0.084942085,26530448366,3/30/20,38820000,589,58,6,647,96,91,157,58,341
